label,n,mean_delta_pct,median_delta_pct,p05_delta_pct,p25_delta_pct,p75_delta_pct,p95_delta_pct,mean_p_private_observed_pct,mean_p_public_set_pct,mean_delta_ci_low_pct,mean_delta_ci_high_pct,mean_p_private_ci_low_pct,mean_p_private_ci_high_pct,mean_p_public_set_ci_low_pct,mean_p_public_set_ci_high_pct
lower_risk_common_support_PRIMARY,4604,26.874299508401332,26.734583504765524,9.093733081868853,17.823570124355616,36.06461563637113,45.211756088227105,76.15463350777082,49.28033399255313,26.593491218068046,27.167093981391155,75.92118959069568,76.37201129870279,48.78445869582861,49.74257153661959
elevated_risk_common_support_PRIMARY,162,15.232785201756712,13.410276884769242,6.2600108555425695,8.99888018302948,18.21313735653463,37.3594310976236,88.23168696123093,72.99890176856879,14.769655113293753,15.715444317692299,87.83516801563557,88.64438643570949,72.31280300797053,73.67066686564897
